vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,com_x,com_y,quat_x,quat_y,quat_z,quat_w
0.010250000000000016,0.0175,0.1067499999999999,-0.0069978706692201435,-0.03746547766011181,-0.016578699975667084,-0.03909,0.80824,-1.55114,0.00638,0.81027,-1.53751,-0.04546,0.81235,-1.57285,-0.00762,0.78743,-1.53942,0.010250000000000016,0.0175,0.1067499999999999,0.3115,0.18346,0.13005,-0.30751,0.18069,-0.14005,-0.30654,-0.2012,0.12823,-0.30485,-0.19882,-0.14433,-0.30513,0.00725,0.00076,0.002009994827284968,-0.0008499978125334443,-0.0006199984044361593,0.9999974265099344
0.00449999999999999,0.0205,0.10325000000000056,0.001018377460173578,-0.05138458913374482,-0.0581031153642107,-0.03942,0.80065,-1.53203,0.00572,0.8031,-1.51974,-0.04775,0.80346,-1.55066,-0.00864,0.78336,-1.527,0.00449999999999999,0.0205,0.10325000000000056,0.31371,0.18277,0.12983,-0.31035,0.18005,-0.14023,-0.30907,-0.20196,0.12737,-0.30834,-0.19951,-0.14465,-0.30685,0.0074,0.00118,0.0017299934040667228,-0.001989992412770392,-0.0008199968736038801,0.9999961873218051
0.0002499999999999898,0.019499999999999997,0.07675000000000043,0.024700791608148778,0.014642389097489415,-0.09442649969139763,-0.04001,0.79674,-1.52316,0.0087,0.80351,-1.5225,-0.05069,0.79575,-1.53474,-0.00747,0.7825,-1.52519,0.0002499999999999898,0.019499999999999997,0.07675000000000043,0.31563,0.18256,0.1296,-0.3117,0.18037,-0.13932,-0.30896,-0.2021,0.12635,-0.31093,-0.19953,-0.1443,-0.30723,0.00743,0.00158,0.0020300093139071,-0.0018800086256873633,-0.0017800081668742057,0.999994588085695
0.0012499999999999924,0.019,0.025000000000000022,0.03471451641495311,0.014642506994583202,-0.10040502224619552,-0.04352,0.79925,-1.5252,0.01034,0.79794,-1.51503,-0.0532,0.79523,-1.53297,-0.00393,0.77996,-1.52086,0.0012499999999999924,0.019,0.025000000000000022,0.31678,0.18211,0.12852,-0.31167,0.18089,-0.1388,-0.31023,-0.20222,0.12555,-0.31139,-0.19943,-0.14321,-0.30822,0.00741,0.00196,0.0022200053695334812,-0.0017000041118049177,-0.002710006554700781,0.9999924186845881
0.005999999999999994,0.020249999999999997,-0.05224999999999952,-0.01767897661532662,0.014914136979220338,-0.164998690058636,-0.05276,0.80773,-1.53543,0.01221,0.79788,-1.51757,-0.05701,0.79847,-1.53729,-0.00675,0.77672,-1.51599,0.005999999999999994,0.020249999999999997,-0.05224999999999952,0.31663,0.18114,0.12572,-0.31087,0.18132,-0.13822,-0.31004,-0.20253,0.1244,-0.31104,-0.19919,-0.14409,-0.30866,0.00748,0.00234,0.002719994164666779,-0.001589996588904477,-0.0037899918691496654,0.9999878546783573
0.013499999999999991,0.021750000000000002,-0.15450000000000047,-0.07358283730935786,-0.0034874753699297325,-0.2701325263644686,-0.0543,0.81971,-1.55141,0.01781,0.80608,-1.53625,-0.0669,0.8168,-1.56501,-0.00796,0.7831,-1.53009,0.013499999999999991,0.021750000000000002,-0.15450000000000047,0.31469,0.18002,0.12537,-0.30857,0.18177,-0.13653,-0.30782,-0.20376,0.1216,-0.30763,-0.19895,-0.14444,-0.30648,0.00765,0.00277,0.0018599985415757156,-0.0014099988944203004,-0.006009995287564543,0.9999792159166042
0.025500000000000023,0.022750000000000006,-0.2777500000000002,-0.04236123226712892,-0.06604570265705448,-0.37870581812249493,-0.05554,0.84353,-1.58391,0.03012,0.82919,-1.58174,-0.08326,0.84758,-1.60786,-0.00968,0.80081,-1.564,0.025500000000000023,0.022750000000000006,-0.2777500000000002,0.31045,0.17797,0.12526,-0.30369,0.18192,-0.13294,-0.3021,-0.2063,0.11711,-0.30223,-0.19908,-0.14492,-0.30126,0.00802,0.00321,0.0012399945330621544,-0.0016799925931809837,-0.009189959482936452,0.9999555913555096
0.03875000000000003,0.023749999999999986,-0.40374999999999994,-0.028980585772948396,-0.0921074892543503,-0.5142261517797648,-0.059,0.8856,-1.63595,0.04586,0.85846,-1.63771,-0.10018,0.88578,-1.65761,-0.01508,0.82874,-1.61108,0.03875000000000003,0.023749999999999986,-0.40374999999999994,0.30358,0.17372,0.1247,-0.29572,0.18188,-0.12857,-0.29483,-0.20979,0.11278,-0.29552,-0.20025,-0.14644,-0.29355,0.00867,0.00368,0.0010100035304735115,-0.002750009612675402,-0.013580047469138894,0.9999034951687761
0.048999999999999995,0.023499999999999997,-0.5089999999999997,0.015814914121578025,-0.03557214517061402,-0.6516280284657179,-0.05956,0.9466,-1.69291,0.06172,0.88975,-1.69827,-0.11696,0.92725,-1.71254,-0.02354,0.85497,-1.66053,0.048999999999999995,0.023499999999999997,-0.5089999999999997,0.2943,0.16518,0.12511,-0.28606,0.18197,-0.12447,-0.28655,-0.2132,0.10886,-0.28768,-0.2005,-0.14874,-0.285,0.00957,0.00416,0.0006600026109424932,-0.0035400140041461,-0.019470077022803553,0.9998039551822798
0.05149999999999998,0.022250000000000002,-0.5725000000000008,0.04014698327796078,0.08069670273958855,-0.7240733263714842,-0.05854,0.99186,-1.73652,0.07804,0.92499,-1.76574,-0.13515,0.97218,-1.77749,-0.03656,0.88255,-1.71758,0.05149999999999998,0.022250000000000002,-0.5725000000000008,0.28322,0.15946,0.12585,-0.27828,0.18201,-0.12064,-0.27687,-0.21578,0.10507,-0.27804,-0.20001,-0.15211,-0.27457,0.01063,0.00462,0.0012999987308118586,-0.003469996612243961,-0.026609974020695048,0.9996390240528972
0.04974999999999997,0.020000000000000007,-0.5835000000000007,0.01352448264192766,0.108645132168348,-0.7552655478106582,-0.05432,1.03067,-1.78879,0.09013,0.95451,-1.82865,-0.15538,1.02105,-1.85148,-0.04937,0.90765,-1.77661,0.04974999999999997,0.020000000000000007,-0.5835000000000007,0.2714,0.15717,0.12751,-0.269,0.18295,-0.11823,-0.26733,-0.21777,0.10139,-0.26667,-0.1986,-0.15514,-0.2636,0.01163,0.00505,0.0013800010145081187,-0.0019200014114895566,-0.033950024958370024,0.9994207347244232
0.043500000000000004,0.018500000000000006,-0.5604999999999992,-0.01031560065838734,0.03347001242278187,-0.8051835689149267,-0.04928,1.07831,-1.8531,0.10243,0.98822,-1.89674,-0.17754,1.06867,-1.9183,-0.06378,0.93426,-1.83671,0.043500000000000004,0.018500000000000006,-0.5604999999999992,0.25988,0.15472,0.12943,-0.25731,0.18351,-0.11612,-0.25663,-0.22014,0.09756,-0.25619,-0.19751,-0.15829,-0.25199,0.01262,0.00542,0.0014599968400592588,-0.001309997164710705,-0.041709909725254575,0.999127837540005
0.035500000000000025,0.015999999999999997,-0.5290000000000002,-0.015676525085465035,-0.041704460557281726,-0.8146237233925189,-0.0424,1.12701,-1.91612,0.11713,1.02085,-1.96326,-0.20016,1.11479,-1.98145,-0.07951,0.95903,-1.89411,0.035500000000000025,0.015999999999999997,-0.5290000000000002,0.24898,0.1522,0.13168,-0.24534,0.18412,-0.1137,-0.24607,-0.22229,0.09403,-0.24605,-0.19638,-0.16146,-0.24043,0.01337,0.00579,0.0011199952641660377,-0.001279994587618329,-0.05003978840970404,0.9987457768623484
0.028749999999999998,0.010749999999999996,-0.4895000000000003,0.005668924893310144,-0.03407967610833294,-0.6731346585039545,-0.03583,1.1702,-1.96629,0.13161,1.0526,-2.02463,-0.22323,1.16008,-2.03983,-0.10021,0.98686,-1.94737,0.028749999999999998,0.010749999999999996,-0.4895000000000003,0.23872,0.14948,0.13363,-0.23533,0.18431,-0.11157,-0.23614,-0.22455,0.09075,-0.23646,-0.19656,-0.16548,-0.22874,0.01404,0.00606,0.0011600054320281554,-0.0021800102084667057,-0.05798027150775211,0.9983146748689895
0.020249999999999997,0.00425,-0.451,0.01196749801532778,0.04945807793491644,-0.49390206188057006,-0.0313,1.20598,-2.0105,0.14381,1.08156,-2.082,-0.24274,1.19968,-2.09435,-0.11321,1.00222,-1.98387,0.020249999999999997,0.00425,-0.451,0.2294,0.14788,0.13495,-0.22658,0.18467,-0.11019,-0.22657,-0.22576,0.0886,-0.22732,-0.1958,-0.16771,-0.22076,0.01452,0.00622,0.001250000478625275,-0.0019700007543134337,-0.06348002430650597,0.9979803821267615
0.014750000000000006,-0.0005000000000000013,-0.4227499999999995,0.02126920214150788,0.08388613941264082,-0.45592093905402403,-0.02712,1.24002,-2.05467,0.15659,1.11078,-2.13983,-0.26166,1.23837,-2.14923,-0.1239,1.01668,-2.02102,0.014750000000000006,-0.0005000000000000013,-0.4227499999999995,0.22068,0.1469,0.13613,-0.21783,0.18504,-0.10896,-0.21679,-0.22646,0.08699,-0.21799,-0.1948,-0.16925,-0.21285,0.01485,0.00623,0.0013200060983102606,-0.0011900054977190986,-0.06784031341618794,0.9976946092599726
0.00924999999999997,-0.0010000000000000026,-0.39724999999999966,0.016227777862495373,0.0827263862772154,-0.48315077012661417,-0.02229,1.27334,-2.09689,0.1823,1.15133,-2.20238,-0.29581,1.2834,-2.20651,-0.13569,1.02934,-2.05752,0.00924999999999997,-0.0010000000000000026,-0.39724999999999966,0.21249,0.146,0.13736,-0.20926,0.18374,-0.10551,-0.20666,-0.2278,0.08279,-0.20852,-0.19353,-0.17085,-0.20483,0.01511,0.0062,0.0015500020871567156,-0.0002800003770347615,-0.0725800977327964,0.9973613429978206
0.007250000000000008,-0.002249999999999995,-0.36750000000000044,-0.024026835825148266,0.03270744550934661,-0.5661749011879023,-0.01633,1.30508,-2.13562,0.20336,1.17387,-2.23834,-0.32921,1.31922,-2.24789,-0.14789,1.0403,-2.09238,0.007250000000000008,-0.002249999999999995,-0.36750000000000044,0.20479,0.14513,0.13873,-0.20113,0.18324,-0.10254,-0.2011,-0.22912,0.07849,-0.20176,-0.19214,-0.1724,-0.19697,0.01522,0.00619,0.0015200039962477599,0.00047000123568187305,-0.07748020370347132,0.9969926211967461
0.0037500000000000207,-0.002249999999999995,-0.3009999999999999,-0.03474179670815716,-0.03704036702816099,-0.5780472043464758,-0.00691,1.3356,-2.16639,0.22951,1.1981,-2.27504,-0.37086,1.35383,-2.27671,-0.16214,1.04884,-2.12314,0.0037500000000000207,-0.002249999999999995,-0.3009999999999999,0.19779,0.14356,0.14066,-0.19392,0.18257,-0.09888,-0.19557,-0.23157,0.0723,-0.19716,-0.19076,-0.17427,-0.18952,0.0154,0.00611,0.0010199960678717378,0.00031999876639113344,-0.08386967667882612,0.9964761585419895
-0.008750000000000034,0.005499999999999993,-0.15674999999999994,-0.02569776026610759,-0.071831321172231,-0.26158251421216744,0.00037,1.35709,-2.18553,0.24435,1.20841,-2.29651,-0.38936,1.36862,-2.28876,-0.17457,1.05358,-2.14451,-0.008750000000000034,0.005499999999999993,-0.15674999999999994,0.19275,0.1422,0.14207,-0.18913,0.1829,-0.09698,-0.1923,-0.23258,0.06964,-0.19518,-0.1896,-0.17592,-0.18397,0.01537,0.0061,0.000890001037474814,-0.00034000039633869306,-0.08900010374748141,0.9960311610742012
-0.029750000000000002,0.033,0.11624999999999969,-0.029259341935216985,-0.10630310226643255,0.5423100828205195,-3.9999999999999996e-05,1.36125,-2.19096,0.24554,1.21094,-2.30172,-0.39352,1.3753,-2.29703,-0.17607,1.05581,-2.15005,-0.029750000000000002,0.033,0.11624999999999969,0.19152,0.1422,0.14199,-0.18811,0.18297,-0.09699,-0.19138,-0.23266,0.06947,-0.19374,-0.18951,-0.17601,-0.18275,0.01505,0.00633,0.0006300022587826478,-0.0011600041590283674,-0.08908031938469567,0.9960235710995126
-0.058499999999999955,0.07725,0.5877500000000001,-0.1107413544377156,-0.1409940768213317,1.931603727563931,-0.0197,1.32684,-2.16734,0.21351,1.19341,-2.26033,-0.36113,1.34548,-2.27076,-0.15634,1.05854,-2.12922,-0.058499999999999955,0.07725,0.5877500000000001,0.1974,0.14539,0.13817,-0.19538,0.18192,-0.10141,-0.19745,-0.23087,0.07375,-0.19814,-0.19215,-0.17299,-0.18915,0.01418,0.00742,0.0004999976150920635,-0.0024999880754603175,-0.07818962704809689,0.9969352447797636
-0.09424999999999997,0.0825,1.1437500000000003,-0.12722213801000287,0.023997665580735027,3.469167877890602,-0.06094,1.23529,-2.0938,0.14172,1.14496,-2.14309,-0.27025,1.25226,-2.17549,-0.09965,1.05937,-2.06478,-0.09424999999999997,0.0825,1.1437500000000003,0.21503,0.15349,0.12907,-0.21477,0.17844,-0.11231,-0.21486,-0.22581,0.08642,-0.21361,-0.19929,-0.16325,-0.20778,0.01271,0.00942,-0.0012800033704453127,-0.004140010901284057,-0.050540133079926636,0.9987126297636234
-0.12575,0.04599999999999999,1.5392500000000002,0.23425757277005216,0.3081792193590093,4.755910992050722,-0.1127,1.10044,-1.97684,0.05543,1.06904,-1.96841,-0.14911,1.09253,-2.00327,-0.01125,1.0377,-1.95756,-0.12575,0.04599999999999999,1.5392500000000002,0.24315,0.16721,0.11521,-0.2421,0.17342,-0.12884,-0.23988,-0.21424,0.10697,-0.24028,-0.2074,-0.14466,-0.23622,0.01041,0.01072,-0.001899993142557125,-0.002179992131986596,-0.008879967950477512,0.9999563909639066
-0.11725000000000001,0.009999999999999983,1.6569999999999994,0.3276552582803124,0.3956253552654247,5.727919086069774,-0.18489,0.94433,-1.81947,-0.02776,1.01507,-1.78625,-0.04658,0.89907,-1.78436,0.12925,0.99631,-1.84959,-0.11725000000000001,0.009999999999999983,1.6569999999999994,0.2766,0.18435,0.09232,-0.27449,0.16091,-0.14932,-0.26236,-0.19524,0.12945,-0.27156,-0.21172,-0.10823,-0.26597,0.00768,0.01126,0.003479998937034487,0.0021399993463372996,0.044529986398317734,0.9989996948555898
-0.09175000000000001,-0.020999999999999967,1.547749999999999,-0.17512304317610078,0.2709279091847346,6.390287171652377,-0.27274,0.83733,-1.68204,-0.09646,1.0205,-1.61975,0.05255,0.70079,-1.53775,0.30837,0.9184,-1.67825,-0.09175000000000001,-0.020999999999999967,1.547749999999999,0.30943,0.19445,0.06196,-0.29924,0.13198,-0.16922,-0.27674,-0.17257,0.15791,-0.30002,-0.21594,-0.05138,-0.29932,0.00572,0.01112,0.004830019667155623,0.005570022680343027,0.1054804295013613,0.9943940490316521
-0.09100000000000001,-0.036000000000000004,1.33775,-0.2407805010063181,0.3010884635209113,6.544863170407693,-0.39595,0.80798,-1.60644,-0.16733,1.02072,-1.44711,0.19326,0.4555,-1.22174,0.44512,0.83668,-1.50716,-0.09100000000000001,-0.036000000000000004,1.33775,0.33851,0.19199,0.02052,-0.30975,0.09991,-0.19151,-0.28511,-0.1394,0.20644,-0.31999,-0.21919,0.0005999999999999998,-0.32054,0.00401,0.01042,-6.999971559873324e-05,0.008119967009453057,0.1714693033387827,0.9851559974178291
-0.08124999999999999,-0.039000000000000014,1.0857500000000007,-0.07057583544075148,0.40115964296109535,6.333369167884449,-0.48691,0.8474,-1.5929,-0.17707,1.07364,-1.41166,0.23523,0.21187,-1.0053,0.48776,0.74917,-1.46017,-0.08124999999999999,-0.039000000000000014,1.0857500000000007,0.36294,0.17823,-0.0083,-0.3076,0.07682,-0.1938,-0.28098,-0.08637,0.22272,-0.32553,-0.19946,0.01787,-0.32511,0.00208,0.00968,-7.999999096800154e-05,0.012629998574073242,0.23430997354640548,0.9720798902521867
-0.05449999999999999,-0.029999999999999992,0.8320000000000007,-0.2198106131436569,0.012623626252384413,6.058325642440916,-0.52438,0.96269,-1.73022,-0.14905,1.25424,-1.55004,0.21007,0.03615,-0.96639,0.53391,0.72563,-1.56113,-0.05449999999999999,-0.029999999999999992,0.8320000000000007,0.38194,0.16648,-0.0085,-0.28584,0.05307,-0.18104,-0.25288,-0.03032,0.21083,-0.31277,-0.17678,0.02509,-0.30876,0.00076,0.00886,-0.0011100050661301834,0.01617007380119375,0.29453134425884947,0.9555043609796307
-0.040499999999999994,-0.003000000000000008,0.6237499999999992,-0.13877061219548303,-0.4529583289236896,5.634507451798497,-0.52154,1.09283,-1.9006,-0.13128,1.40304,-1.69133,0.20601,-0.00884,-1.04798,0.56425,0.77893,-1.71966,-0.040499999999999994,-0.003000000000000008,0.6237499999999992,0.39622,0.15822,0.00715,-0.26016,0.04395,-0.17257,-0.22521,-0.00604,0.20497,-0.29146,-0.17093,0.02098,-0.2852,-0.0001,0.00848,-0.005809993546843752,0.013799984672365538,0.35002961122232673,0.9366189596978992
