0.000000000000000000e+00,0.000000000000000000e+00,7.594907452582463359e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.119999999999999996e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.690000000000000391e-01,-3.629999999999999893e-01,0.000000000000000000e+00,-3.119999999999999996e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.690000000000000391e-01,-3.629999999999999893e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.451575247599556695e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.724506821592079353e-01,1.300279925335417559e-09,-9.426413046981455467e-10,9.476637777763770032e-01,-5.133016003139595496e-01,-1.816594741233700852e-09,-4.724506821592079908e-01,-1.300279939363707571e-09,9.426413144880433700e-10,9.476637777763771142e-01,-5.133016003139595496e-01,1.816594758422126447e-09,-9.793554202018602982e-08,-5.486262965161049242e-08,9.402607859331313378e-02,-5.641181039631317784e-01,2.596891915160240982e-01,-4.026949879567064128e-02,4.056403577911849023e-01,-4.141368166410343277e-02,2.805399852859589635e-02,2.624688360745447424e-02,-5.641182129089766795e-01,-2.596888522690874446e-01,4.026930310018196624e-02,4.056406879007938837e-01,4.141341937055127709e-02,2.805380106642249224e-02,-2.624665221232328621e-02
4.138520071434114399e-04,0.000000000000000000e+00,7.089517484848278928e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.085289045504710170e-01,6.981631451734982610e-08,-9.321514357710327405e-08,1.348682270745745315e+00,-6.465852042292423718e-01,-1.300630830266173235e-07,-7.085289045504710170e-01,-6.981631449277575917e-08,9.321514354759247412e-08,1.348682270745745315e+00,-6.465852042292423718e-01,1.300630829883770682e-07,-3.280932066936673944e-04,1.536341158053713008e-04,2.133944047456047821e-01,-1.187494465440389169e+00,2.745982618281089249e-01,-4.326997163660892959e-02,2.662717980545130647e-01,-4.517084550528795150e-02,3.579131843689813824e-02,3.280059009639357120e-02,-1.158650075603981700e+00,-3.651889332752901729e-01,-4.386863427861291062e-03,2.721315013969237695e-01,1.179701095615378753e-01,2.137874303980893953e-03,3.883450189666794172e-02
1.392033542976938917e-02,0.000000000000000000e+00,5.967891488951846402e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.130799325919667364e+00,9.150254542287580114e-07,-8.749509263839432601e-06,2.031290313481869614e+00,-7.826217824619696728e-01,-9.426219344329460592e-06,-1.130799325919667364e+00,-9.150254542282379331e-07,8.749509263835549802e-06,2.031290313481869614e+00,-7.826217824619696728e-01,9.426219344325525277e-06,1.461110159744325896e-04,-9.507944393833855283e-05,3.966214222736695882e-01,-1.673496001911939812e+00,4.517043498595273987e-01,9.358266221288717712e-02,1.078810182448435989e-01,-2.193965224359009369e-01,7.217186395830083555e-03,-1.202306814402742952e-01,-1.712833018090250681e+00,-3.827763128199783704e-01,4.236299835905041160e-03,1.239021645620601297e-01,1.613229878719981414e-01,9.180679279177903634e-03,1.873827726251941356e-02
6.055860667634254541e-02,0.000000000000000000e+00,6.447194529165669596e-01,9.995018895775231726e-01,0.000000000000000000e+00,3.155903564687306817e-02,0.000000000000000000e+00,-8.100000000032618885e-01,-6.038192446492712544e-15,1.638840999167688241e-14,1.500240000007986518e+00,-5.032000000041971788e-01,2.031492170628414610e-14,-8.100000000032618885e-01,6.038555252852499063e-15,-1.638927085294289651e-14,1.500240000007986518e+00,-5.032000000041971788e-01,-2.031585589605839998e-14,6.041205915611763287e-04,8.418616858537822508e-04,3.162658687134705104e-01,-7.978615234084444063e-01,4.704157433632863428e-01,-4.911283495364744400e-01,6.205028150794016373e-01,-5.090596984598847463e-01,-2.064985788643143860e-01,2.374588036513268219e-01,-8.183328799449023361e-01,-5.108982559802053292e-01,5.999644700833436373e-01,6.672219595723200003e-01,5.530398417697066638e-01,-3.323221143857164606e-01,-2.715096424050946755e-01
1.991058138227950469e-01,0.000000000000000000e+00,9.582761332605133076e-01,9.435171158564066296e-01,0.000000000000000000e+00,3.313237873832911018e-01,0.000000000000000000e+00,-3.595516569200791768e-01,4.197530864197504888e-03,2.825111078285506715e-17,7.188721804511287727e-01,-1.333333333333231764e-02,4.549556107918816166e-17,-3.595516569200792878e-01,4.197530864197551725e-03,-3.048833045305823354e-17,7.188721804511287727e-01,-1.333333333333223437e-02,-2.986833464088687154e-17,4.659025167647694136e-03,-2.795800422935795088e-03,1.497535446537268944e-01,8.333811465204498115e-01,5.082979367540872984e-01,-1.985846780360226660e+00,9.944472431106265997e-01,-1.972220000000000084e+00,-2.768177413703136747e-01,2.507994645463626493e-01,8.442576196713561520e-01,-4.491365081325260356e-01,1.830549136613065953e+00,1.321763203846487045e+00,1.830799111704129789e+00,-3.498748460033786201e-02,-1.184758771673678074e-01
3.777162933684673485e-01,0.000000000000000000e+00,1.208564814814814925e+00,4.934709584179971520e-01,2.304119775606017687e-17,8.697622739565239458e-01,2.304119775606017687e-17,-1.653151623857464170e+00,2.242034647002653924e-02,-1.836384761266821270e-04,2.606703287608860276e+00,-2.553398442858835771e-01,1.464961237710058427e-04,-1.653148419868043284e+00,2.226386966122562844e-02,-2.684170551508761231e-04,2.606703261690749063e+00,-2.553429088738486952e-01,-3.189181336189166293e-05,1.623687167890523763e-04,2.108348534660324871e-04,4.858676524787627904e-01,8.708236882806330570e-02,2.149377533454384093e-01,-1.394593662209346441e+00,1.338879902943833855e+00,-1.935119748440195631e+00,-1.664144421896134041e-01,1.434583733426459881e-03,-1.750402156340236451e-02,-2.798894237738421831e-01,9.350712671806050702e-01,1.327701104038830682e+00,1.972220000000000084e+00,-6.849514652597217534e-02,-1.069380207034184987e-01
5.799999999999999600e-01,0.000000000000000000e+00,1.340000000000000080e+00,-2.164396139381028206e-01,7.303399302788771842e-17,9.762960071199333623e-01,7.303399302788771842e-17,-1.899786733145659046e+00,2.945523060518306230e-02,-1.367177127494839846e-04,2.780022861144751722e+00,-1.002408995561976657e-01,-5.688062748298313527e-04,-1.899802340035025683e+00,2.980866901041975131e-02,-4.445907802790313799e-05,2.780022253050666858e+00,-1.002245811045075485e-01,-1.998263624821132347e-04,2.444357872901842580e-04,1.016369949282270858e-04,5.026730714930846000e-01,-3.249918940384294852e-01,6.546791863013843304e-01,-1.025695325713733785e+00,1.181727606928936192e+00,-1.972220000000000084e+00,-3.072201706788808481e-02,8.041591620458234113e-02,-5.144416115898557962e-01,-6.732048859124013518e-01,1.263546539783946931e+00,1.151574738078164462e+00,1.560610106948441045e+00,2.376041521365080192e-02,-4.067419116434429771e-01
7.653340179261189924e-01,0.000000000000000000e+00,1.189691162310058781e+00,8.229415601450145168e-01,0.000000000000000000e+00,-5.681260323080516983e-01,0.000000000000000000e+00,-9.000000964986012431e-01,1.320453899675874676e-02,-9.687312799390323823e-10,1.548518787567218613e+00,-4.076331829982515753e-01,3.653213773646084428e-10,-9.000000964998617903e-01,1.320453917277546185e-02,-1.830534574309205440e-09,1.548518787566463661e+00,-4.076331829970474274e-01,-6.211698045195562290e-10,-1.532868729922807908e-03,9.348164877812019206e-04,2.827334402665482305e-01,1.080918012614923596e+00,7.996237976980812290e-01,-1.979748395230257918e+00,6.329415112533540722e-01,-1.642374288815615424e+00,-7.530902322640118385e-01,5.346554638240252899e-01,1.004599035360454584e+00,-7.798184266112880847e-01,2.178150392375365563e+00,5.985926806726733496e-01,1.783727121346180944e+00,-8.473322037841903853e-01,-5.575258045926499983e-01
9.423606813977188912e-01,0.000000000000000000e+00,7.140241163208496111e-01,9.995031010891622936e-01,0.000000000000000000e+00,-3.152064265125197745e-02,0.000000000000000000e+00,-9.992011120477726216e-01,6.430232328596308285e-04,-1.339353038441006402e-08,1.853195365648887982e+00,-7.768962418812952464e-01,-1.901955048711456909e-08,-9.992011121193405954e-01,6.430049652436744569e-04,-3.625897171343668535e-10,1.853195365745535783e+00,-7.768962419145246656e-01,1.211430092298865214e-09,-3.808054812579828030e-04,4.681871274132093862e-04,1.690942476048728771e-01,6.079464869093238466e-01,6.772503693082020382e-01,-1.635264941801822136e+00,8.259235093964678587e-01,-1.463784888637097659e+00,-4.473626544112368486e-01,3.823721416476646429e-01,5.389254345245858557e-01,-6.767619511335577487e-01,1.848295552838230993e+00,8.049557554997719411e-01,1.638113436920582311e+00,-5.281407249408222038e-01,-3.931674104030924988e-01
